pair,row_value,column_value,count,row_total,column_total,total
field_of_study_en__works_in_industry_en,archaeology,property,2,100,100,5000
field_of_study_en__works_in_industry_en,archaeology,railways,2,100,100,5000
field_of_study_en__works_in_industry_en,archaeology,recreation,2,100,100,5000
field_of_study_en__works_in_industry_en,archaeology,research,2,100,100,5000
field_of_study_en__works_in_industry_en,archaeology,retail,2,100,100,5000
field_of_study_en__works_in_industry_en,archaeology,security,2,100,100,5000
field_of_study_en__works_in_industry_en,archaeology,software,2,100,100,5000
field_of_study_en__works_in_industry_en,archaeology,space,2,100,100,5000
field_of_study_en__works_in_industry_en,archaeology,textiles,2,100,100,5000
field_of_study_en__works_in_industry_en,archaeology,timber,1,100,100,5000
field_of_study_en__works_in_industry_en,archaeology,tourism,2,100,100,5000
field_of_study_en__works_in_industry_en,archaeology,trade,2,100,100,5000
field_of_study_en__works_in_industry_en,archaeology,waste,2,100,100,5000
field_of_study_en__works_in_industry_en,archaeology,welfare,2,100,100,5000
field_of_study_en__works_in_industry_en,architecture,academia,2,100,100,5000
field_of_study_en__works_in_industry_en,architecture,accounting,2,100,100,5000
field_of_study_en__works_in_industry_en,architecture,advertising,2,100,100,5000
field_of_study_en__works_in_industry_en,architecture,airlines,2,100,100,5000
field_of_study_en__works_in_industry_en,architecture,architecture,2,100,100,5000
field_of_study_en__works_in_industry_en,architecture,arts,2,100,100,5000
field_of_study_en__works_in_industry_en,architecture,automotive,2,100,100,5000
field_of_study_en__works_in_industry_en,architecture,banking,2,100,100,5000
field_of_study_en__works_in_industry_en,architecture,biotech,2,100,100,5000
field_of_study_en__works_in_industry_en,architecture,books,2,100,100,5000
field_of_study_en__works_in_industry_en,architecture,catering,2,100,100,5000
field_of_study_en__works_in_industry_en,architecture,chemicals,3,100,100,5000
field_of_study_en__works_in_industry_en,architecture,communications,2,100,100,5000
field_of_study_en__works_in_industry_en,architecture,construction,2,100,100,5000
field_of_study_en__works_in_industry_en,architecture,consulting,2,100,100,5000
field_of_study_en__works_in_industry_en,architecture,electrical,2,100,100,5000
field_of_study_en__works_in_industry_en,architecture,energy,2,100,100,5000
field_of_study_en__works_in_industry_en,architecture,engineering,2,100,100,5000
field_of_study_en__works_in_industry_en,architecture,entertainment,2,100,100,5000
field_of_study_en__works_in_industry_en,architecture,extraction,2,100,100,5000
field_of_study_en__works_in_industry_en,architecture,fabrication,2,100,100,5000
field_of_study_en__works_in_industry_en,architecture,farming,2,100,100,5000
field_of_study_en__works_in_industry_en,architecture,fashion,2,100,100,5000
field_of_study_en__works_in_industry_en,architecture,gaming,2,100,100,5000
field_of_study_en__works_in_industry_en,architecture,government,2,100,100,5000
field_of_study_en__works_in_industry_en,architecture,groceries,2,100,100,5000
field_of_study_en__works_in_industry_en,architecture,healthcare,2,100,100,5000
field_of_study_en__works_in_industry_en,architecture,hotels,2,100,100,5000
field_of_study_en__works_in_industry_en,architecture,infrastructure,2,100,100,5000
field_of_study_en__works_in_industry_en,architecture,insurance,2,100,100,5000
field_of_study_en__works_in_industry_en,architecture,investment,2,100,100,5000
field_of_study_en__works_in_industry_en,architecture,law,2,100,100,5000
field_of_study_en__works_in_industry_en,architecture,logistics,1,100,100,5000
field_of_study_en__works_in_industry_en,architecture,maritime,2,100,100,5000
field_of_study_en__works_in_industry_en,architecture,media,2,100,100,5000
field_of_study_en__works_in_industry_en,architecture,pharmaceuticals,2,100,100,5000
field_of_study_en__works_in_industry_en,architecture,property,2,100,100,5000
field_of_study_en__works_in_industry_en,architecture,railways,2,100,100,5000
field_of_study_en__works_in_industry_en,architecture,recreation,2,100,100,5000
field_of_study_en__works_in_industry_en,architecture,research,2,100,100,5000
field_of_study_en__works_in_industry_en,architecture,retail,2,100,100,5000
field_of_study_en__works_in_industry_en,architecture,security,2,100,100,5000
field_of_study_en__works_in_industry_en,architecture,software,2,100,100,5000
field_of_study_en__works_in_industry_en,architecture,space,2,100,100,5000
field_of_study_en__works_in_industry_en,architecture,textiles,2,100,100,5000
field_of_study_en__works_in_industry_en,architecture,timber,2,100,100,5000
field_of_study_en__works_in_industry_en,architecture,tourism,2,100,100,5000
field_of_study_en__works_in_industry_en,architecture,trade,2,100,100,5000
field_of_study_en__works_in_industry_en,architecture,waste,2,100,100,5000
field_of_study_en__works_in_industry_en,architecture,welfare,2,100,100,5000
field_of_study_en__works_in_industry_en,biology,academia,2,100,100,5000
field_of_study_en__works_in_industry_en,biology,accounting,1,100,100,5000
field_of_study_en__works_in_industry_en,biology,advertising,2,100,100,5000
field_of_study_en__works_in_industry_en,biology,airlines,2,100,100,5000
field_of_study_en__works_in_industry_en,biology,architecture,2,100,100,5000
field_of_study_en__works_in_industry_en,biology,arts,2,100,100,5000
field_of_study_en__works_in_industry_en,biology,automotive,2,100,100,5000
field_of_study_en__works_in_industry_en,biology,banking,2,100,100,5000
field_of_study_en__works_in_industry_en,biology,biotech,1,100,100,5000
field_of_study_en__works_in_industry_en,biology,books,2,100,100,5000
field_of_study_en__works_in_industry_en,biology,catering,2,100,100,5000
field_of_study_en__works_in_industry_en,biology,chemicals,2,100,100,5000
field_of_study_en__works_in_industry_en,biology,communications,2,100,100,5000
field_of_study_en__works_in_industry_en,biology,construction,2,100,100,5000
field_of_study_en__works_in_industry_en,biology,consulting,2,100,100,5000
field_of_study_en__works_in_industry_en,biology,electrical,2,100,100,5000
field_of_study_en__works_in_industry_en,biology,energy,2,100,100,5000
field_of_study_en__works_in_industry_en,biology,engineering,2,100,100,5000
field_of_study_en__works_in_industry_en,biology,entertainment,2,100,100,5000
field_of_study_en__works_in_industry_en,biology,extraction,2,100,100,5000
field_of_study_en__works_in_industry_en,biology,fabrication,2,100,100,5000
field_of_study_en__works_in_industry_en,biology,farming,2,100,100,5000
field_of_study_en__works_in_industry_en,biology,fashion,2,100,100,5000
field_of_study_en__works_in_industry_en,biology,gaming,2,100,100,5000
field_of_study_en__works_in_industry_en,biology,government,2,100,100,5000
field_of_study_en__works_in_industry_en,biology,groceries,2,100,100,5000
field_of_study_en__works_in_industry_en,biology,healthcare,3,100,100,5000
field_of_study_en__works_in_industry_en,biology,hotels,2,100,100,5000
field_of_study_en__works_in_industry_en,biology,infrastructure,2,100,100,5000
field_of_study_en__works_in_industry_en,biology,insurance,2,100,100,5000
field_of_study_en__works_in_industry_en,biology,investment,2,100,100,5000
field_of_study_en__works_in_industry_en,biology,law,2,100,100,5000
field_of_study_en__works_in_industry_en,biology,logistics,2,100,100,5000
field_of_study_en__works_in_industry_en,biology,maritime,2,100,100,5000
field_of_study_en__works_in_industry_en,biology,media,2,100,100,5000
field_of_study_en__works_in_industry_en,biology,pharmaceuticals,2,100,100,5000
field_of_study_en__works_in_industry_en,biology,property,2,100,100,5000
field_of_study_en__works_in_industry_en,biology,railways,2,100,100,5000
field_of_study_en__works_in_industry_en,biology,recreation,2,100,100,5000
field_of_study_en__works_in_industry_en,biology,research,2,100,100,5000
field_of_study_en__works_in_industry_en,biology,retail,2,100,100,5000
field_of_study_en__works_in_industry_en,biology,security,2,100,100,5000
field_of_study_en__works_in_industry_en,biology,software,2,100,100,5000
field_of_study_en__works_in_industry_en,biology,space,2,100,100,5000
field_of_study_en__works_in_industry_en,biology,textiles,2,100,100,5000
field_of_study_en__works_in_industry_en,biology,timber,2,100,100,5000
field_of_study_en__works_in_industry_en,biology,tourism,2,100,100,5000
field_of_study_en__works_in_industry_en,biology,trade,2,100,100,5000
field_of_study_en__works_in_industry_en,biology,waste,3,100,100,5000
field_of_study_en__works_in_industry_en,biology,welfare,2,100,100,5000
field_of_study_en__works_in_industry_en,business,academia,2,100,100,5000
field_of_study_en__works_in_industry_en,business,accounting,2,100,100,5000
field_of_study_en__works_in_industry_en,business,advertising,2,100,100,5000
field_of_study_en__works_in_industry_en,business,airlines,2,100,100,5000
field_of_study_en__works_in_industry_en,business,architecture,2,100,100,5000
field_of_study_en__works_in_industry_en,business,arts,2,100,100,5000
field_of_study_en__works_in_industry_en,business,automotive,2,100,100,5000
field_of_study_en__works_in_industry_en,business,banking,2,100,100,5000
field_of_study_en__works_in_industry_en,business,biotech,2,100,100,5000
field_of_study_en__works_in_industry_en,business,books,2,100,100,5000
field_of_study_en__works_in_industry_en,business,catering,2,100,100,5000
field_of_study_en__works_in_industry_en,business,chemicals,1,100,100,5000
field_of_study_en__works_in_industry_en,business,communications,3,100,100,5000
field_of_study_en__works_in_industry_en,business,construction,2,100,100,5000
field_of_study_en__works_in_industry_en,business,consulting,2,100,100,5000
field_of_study_en__works_in_industry_en,business,electrical,2,100,100,5000
field_of_study_en__works_in_industry_en,business,energy,2,100,100,5000
field_of_study_en__works_in_industry_en,business,engineering,2,100,100,5000
field_of_study_en__works_in_industry_en,business,entertainment,2,100,100,5000
field_of_study_en__works_in_industry_en,business,extraction,2,100,100,5000
field_of_study_en__works_in_industry_en,business,fabrication,2,100,100,5000
field_of_study_en__works_in_industry_en,business,farming,2,100,100,5000
field_of_study_en__works_in_industry_en,business,fashion,2,100,100,5000
field_of_study_en__works_in_industry_en,business,gaming,2,100,100,5000
field_of_study_en__works_in_industry_en,business,government,2,100,100,5000
field_of_study_en__works_in_industry_en,business,groceries,2,100,100,5000
field_of_study_en__works_in_industry_en,business,healthcare,2,100,100,5000
field_of_study_en__works_in_industry_en,business,hotels,2,100,100,5000
field_of_study_en__works_in_industry_en,business,infrastructure,2,100,100,5000
field_of_study_en__works_in_industry_en,business,insurance,2,100,100,5000
field_of_study_en__works_in_industry_en,business,investment,2,100,100,5000
field_of_study_en__works_in_industry_en,business,law,2,100,100,5000
field_of_study_en__works_in_industry_en,business,logistics,2,100,100,5000
field_of_study_en__works_in_industry_en,business,maritime,2,100,100,5000
field_of_study_en__works_in_industry_en,business,media,2,100,100,5000
field_of_study_en__works_in_industry_en,business,pharmaceuticals,2,100,100,5000
field_of_study_en__works_in_industry_en,business,property,2,100,100,5000
field_of_study_en__works_in_industry_en,business,railways,2,100,100,5000
field_of_study_en__works_in_industry_en,business,recreation,2,100,100,5000
field_of_study_en__works_in_industry_en,business,research,2,100,100,5000
field_of_study_en__works_in_industry_en,business,retail,2,100,100,5000
field_of_study_en__works_in_industry_en,business,security,2,100,100,5000
field_of_study_en__works_in_industry_en,business,software,2,100,100,5000
field_of_study_en__works_in_industry_en,business,space,2,100,100,5000
field_of_study_en__works_in_industry_en,business,textiles,2,100,100,5000
field_of_study_en__works_in_industry_en,business,timber,2,100,100,5000
field_of_study_en__works_in_industry_en,business,tourism,2,100,100,5000
field_of_study_en__works_in_industry_en,business,trade,2,100,100,5000
field_of_study_en__works_in_industry_en,business,waste,2,100,100,5000
field_of_study_en__works_in_industry_en,business,welfare,2,100,100,5000
field_of_study_en__works_in_industry_en,chemistry,academia,2,100,100,5000
field_of_study_en__works_in_industry_en,chemistry,accounting,2,100,100,5000
field_of_study_en__works_in_industry_en,chemistry,advertising,2,100,100,5000
field_of_study_en__works_in_industry_en,chemistry,airlines,2,100,100,5000
field_of_study_en__works_in_industry_en,chemistry,architecture,2,100,100,5000
field_of_study_en__works_in_industry_en,chemistry,arts,2,100,100,5000
field_of_study_en__works_in_industry_en,chemistry,automotive,2,100,100,5000
field_of_study_en__works_in_industry_en,chemistry,banking,2,100,100,5000
field_of_study_en__works_in_industry_en,chemistry,biotech,2,100,100,5000
field_of_study_en__works_in_industry_en,chemistry,books,2,100,100,5000
field_of_study_en__works_in_industry_en,chemistry,catering,2,100,100,5000
field_of_study_en__works_in_industry_en,chemistry,chemicals,2,100,100,5000
field_of_study_en__works_in_industry_en,chemistry,communications,2,100,100,5000
field_of_study_en__works_in_industry_en,chemistry,construction,2,100,100,5000
field_of_study_en__works_in_industry_en,chemistry,consulting,2,100,100,5000
field_of_study_en__works_in_industry_en,chemistry,electrical,2,100,100,5000
field_of_study_en__works_in_industry_en,chemistry,energy,2,100,100,5000
field_of_study_en__works_in_industry_en,chemistry,engineering,2,100,100,5000
field_of_study_en__works_in_industry_en,chemistry,entertainment,2,100,100,5000
field_of_study_en__works_in_industry_en,chemistry,extraction,2,100,100,5000
field_of_study_en__works_in_industry_en,chemistry,fabrication,2,100,100,5000
field_of_study_en__works_in_industry_en,chemistry,farming,2,100,100,5000
field_of_study_en__works_in_industry_en,chemistry,fashion,2,100,100,5000
field_of_study_en__works_in_industry_en,chemistry,gaming,2,100,100,5000
field_of_study_en__works_in_industry_en,chemistry,government,2,100,100,5000
field_of_study_en__works_in_industry_en,chemistry,groceries,2,100,100,5000
field_of_study_en__works_in_industry_en,chemistry,healthcare,2,100,100,5000
field_of_study_en__works_in_industry_en,chemistry,hotels,2,100,100,5000
field_of_study_en__works_in_industry_en,chemistry,infrastructure,2,100,100,5000
